CustomerID,Tenure_Months,Contract_Type,Monthly_Charges,Total_Charges,Payment_Method,Tech_Support_Tickets,Internet_Service_Type,Paperless_Billing,Churn_Status
CUST-05882,1,Month-to-month,58.61,60.23,Electronic check,0,DSL,Yes,No
CUST-05883,51,Two year,79.72,4112.64,Bank transfer (automatic),0,Fiber optic,Yes,Yes
CUST-05884,65,One year,70.92,4627.38,Bank transfer (automatic),1,DSL,No,No
CUST-05885,16,Month-to-month,75.75,1186.96,Electronic check,3,Fiber optic,Yes,Yes
CUST-05886,47,Two year,90.95,4361.52,Credit card (automatic),5,Fiber optic,Yes,Yes
CUST-05887,53,One year,80.3,4206.14,Mailed check,2,Fiber optic,Yes,No
CUST-05888,2,Two year,62.5,123.20,Electronic check,4,DSL,Yes,Yes
CUST-05889,32,One year,111.96,3529.61,Bank transfer (automatic),1,Fiber optic,Yes,No
CUST-05890,2,Month-to-month,24.93,49.73,Credit card (automatic),1,No,No,No
CUST-05891,42,Two year,95.86,3908.15,Credit card (automatic),4,Fiber optic,No,No
CUST-05892,65,Month-to-month,51.3,3293.62,Credit card (automatic),1,DSL,Yes,No
CUST-05893,26,Two year,88.69,2322.56,Credit card (automatic),0,Fiber optic,No,Yes
CUST-05894,25,One year,67.57,1691.05,Bank transfer (automatic),0,DSL,Yes,No
CUST-05895,4,Month-to-month,84.03,329.62,Bank transfer (automatic),1,Fiber optic,No,Yes
CUST-05896,64,Two year,77.48,5016.29,Bank transfer (automatic),1,Fiber optic,Yes,No
CUST-05897,42,Two year,20.34,872.87,Credit card (automatic),3,No,Yes,No
CUST-05898,4,Month-to-month,46.92,191.32,Electronic check,2,DSL,Yes,Yes
CUST-05899,38,One year,52.57,2056.16,Mailed check,2,DSL,Yes,No
CUST-05900,16,One year,44.08,725.79,Electronic check,1,DSL,No,No
CUST-05901,3,Month-to-month,73.04,223.91,Bank transfer (automatic),2,Fiber optic,Yes,No
CUST-05902,30,Two year,24.69,744.50,Bank transfer (automatic),0,No,No,No
CUST-05903,20,Two year,78.69,1604.10,Credit card (automatic),1,Fiber optic,Yes,No
CUST-05904,29,Month-to-month,73.21,2184.93,Mailed check,2,DSL,Yes,No
CUST-05905,44,One year,118.55,5219.17,Credit card (automatic),2,Fiber optic,No,No
CUST-05906,71,Two year,56.71,3977.75,Bank transfer (automatic),3,DSL,Yes,No
CUST-05907,0,Month-to-month,58.8, ,Mailed check,2,DSL,Yes,Yes
CUST-05908,16,One year,83.94,1346.67,Bank transfer (automatic),3,Fiber optic,No,No
CUST-05909,6,Month-to-month,75.81,464.90,Mailed check,1,Fiber optic,No,No
CUST-05910,30,One year,101.05,3008.33,Credit card (automatic),2,Fiber optic,Yes,No
CUST-05911,1,One year,111.34,109.47,Electronic check,4,Fiber optic,No,Yes
CUST-05912,3,Month-to-month,66.87,200.74,Bank transfer (automatic),6,DSL,Yes,Yes
CUST-05913,24,Two year,46.48,1143.04,Mailed check,0,DSL,Yes,No
CUST-05914,13,Month-to-month,64.58,824.08,Electronic check,0,DSL,Yes,No
CUST-05915,19,Two year,101.16,1914.68,Electronic check,4,Fiber optic,Yes,Yes
CUST-05916,1,Two year,23.42,23.45,Bank transfer (automatic),0,No,Yes,No
CUST-05917,24,Two year,45.03,1076.98,Bank transfer (automatic),1,DSL,Yes,No
CUST-05918,16,Two year,104.03,1627.82,Bank transfer (automatic),3,Fiber optic,No,No
CUST-05919,20,Month-to-month,64.51,1258.55,Bank transfer (automatic),4,DSL,Yes,No
CUST-05920,28,Month-to-month,112.32,3098.15,Bank transfer (automatic),2,Fiber optic,No,No
CUST-05921,29,Month-to-month,48.51,1394.43,Electronic check,3,DSL,Yes,No
CUST-05922,8,Month-to-month,44.76,349.48,Electronic check,2,DSL,Yes,No
CUST-05923,3,Month-to-month,109.63,327.47,Credit card (automatic),0,Fiber optic,Yes,Yes
CUST-05924,35,Two year,75.02,2611.23,Credit card (automatic),3,Fiber optic,No,No
CUST-05925,19,One year,56.34,1082.59,Credit card (automatic),5,DSL,No,Yes
CUST-05926,40,Two year,24.77,989.24,Credit card (automatic),2,No,Yes,No
CUST-05927,20,Month-to-month,83.57,1698.18,Electronic check,5,Fiber optic,Yes,Yes
CUST-05928,12,Two year,91.53,1098.99,Mailed check,2,Fiber optic,Yes,No
CUST-05929,20,One year,64.86,1328.45,Mailed check,1,DSL,No,No
CUST-05930,10,One year,65.76,664.52,Electronic check,3,DSL,No,No
CUST-05931,0,Two year,64.12, ,Electronic check,3,DSL,Yes,No
CUST-05932,20,Two year,44.71,914.78,Electronic check,1,DSL,Yes,No
CUST-05933,49,One year,70.83,3378.21,Credit card (automatic),1,DSL,Yes,No
CUST-05934,6,One year,108.75,669.73,Credit card (automatic),3,Fiber optic,Yes,No
CUST-05935,40,Two year,75.09,2920.52,Electronic check,1,Fiber optic,No,No
CUST-05936,21,One year,69.42,1496.91,Credit card (automatic),1,DSL,Yes,No
CUST-05937,39,Two year,22.03,871.62,Mailed check,0,No,No,No
CUST-05938,32,Month-to-month,70.61,2296.82,Credit card (automatic),1,Fiber optic,Yes,Yes
CUST-05939,21,Month-to-month,23.46,483.95,Mailed check,2,No,Yes,Yes
CUST-05940,46,Two year,21.71,1009.34,Electronic check,1,No,Yes,No
CUST-05941,50,Two year,47.11,2373.07,Credit card (automatic),3,DSL,Yes,No
CUST-05942,2,Month-to-month,19.57,38.69,Electronic check,0,No,Yes,Yes
CUST-05943,51,One year,70.08,3565.96,Electronic check,6,DSL,No,No
CUST-05944,15,Month-to-month,116.08,1764.51,Credit card (automatic),0,Fiber optic,Yes,Yes
CUST-05945,5,Month-to-month,48.47,243.45,Bank transfer (automatic),2,DSL,Yes,Yes
CUST-05946,17,One year,21.27,356.19,Mailed check,2,No,No,No
CUST-05947,49,Two year,20.65,989.44,Credit card (automatic),0,No,No,No
CUST-05948,39,Two year,22.65,866.90,Bank transfer (automatic),2,No,Yes,No
CUST-05949,26,One year,79.52,2125.60,Mailed check,2,Fiber optic,Yes,No
CUST-05950,39,One year,63.58,2426.25,Electronic check,3,DSL,Yes,No
CUST-05951,6,Month-to-month,72.76,434.18,Bank transfer (automatic),2,DSL,Yes,No
CUST-05952,32,Month-to-month,65.84,2114.37,Credit card (automatic),2,DSL,Yes,Yes
CUST-05953,14,One year,79.47,1108.45,Bank transfer (automatic),2,Fiber optic,No,No
CUST-05954,32,Two year,106.51,3322.48,Bank transfer (automatic),3,Fiber optic,No,No
CUST-05955,11,One year,21.7,240.40,Credit card (automatic),3,No,No,No
CUST-05956,13,Month-to-month,19.1,245.38,Credit card (automatic),5,No,Yes,Yes
CUST-05957,34,One year,85.95,2970.53,Bank transfer (automatic),2,Fiber optic,Yes,No
CUST-05958,68,One year,51.29,3513.62,Electronic check,1,DSL,Yes,No
CUST-05959,11,Month-to-month,73.2,826.73,Electronic check,3,DSL,Yes,Yes
CUST-05960,3,Two year,19.95,58.53,Credit card (automatic),2,No,No,No
CUST-05961,58,Two year,61.13,3551.56,Credit card (automatic),1,DSL,No,No
CUST-05962,15,Month-to-month,66.24,1019.96,Bank transfer (automatic),1,DSL,Yes,Yes
CUST-05963,17,Month-to-month,18.67,317.09,Mailed check,2,No,No,No
CUST-05964,34,One year,47.63,1601.81,Mailed check,1,DSL,Yes,No
CUST-05965,31,Month-to-month,71.15,2250.88,Electronic check,3,DSL,Yes,Yes
CUST-05966,53,Two year,86.76,4477.53,Credit card (automatic),3,Fiber optic,Yes,No
CUST-05967,59,Month-to-month,23.52,1401.13,Mailed check,2,No,Yes,No
CUST-05968,37,Two year,70.14,2558.16,Bank transfer (automatic),1,DSL,No,No
CUST-05969,20,Two year,65.89,1290.19,Bank transfer (automatic),2,DSL,No,No
CUST-05970,13,One year,63.67,849.48,Credit card (automatic),2,DSL,No,Yes
CUST-05971,59,Two year,94.13,5634.60,Electronic check,1,Fiber optic,Yes,No
CUST-05972,25,Month-to-month,56.8,1452.04,Mailed check,0,DSL,No,No
CUST-05973,20,Month-to-month,77.29,1548.78,Credit card (automatic),3,Fiber optic,Yes,No
CUST-05974,38,One year,25.55,956.39,Bank transfer (automatic),3,No,Yes,No
CUST-05975,21,Two year,101.29,2136.79,Mailed check,2,Fiber optic,Yes,No
CUST-05976,1,Month-to-month,79.47,81.71,Bank transfer (automatic),3,Fiber optic,Yes,Yes
CUST-05977,8,Month-to-month,110.78,869.13,Bank transfer (automatic),0,Fiber optic,Yes,No
CUST-05978,4,Month-to-month,24.42,100.01,Bank transfer (automatic),2,No,No,No
CUST-05979,64,Two year,106.71,6805.38,Bank transfer (automatic),1,Fiber optic,Yes,Yes
CUST-05980,37,Two year,75.64,2787.46,Bank transfer (automatic),4,Fiber optic,Yes,Yes
CUST-05981,10,One year,70.87,707.66,Credit card (automatic),0,Fiber optic,No,Yes
CUST-05982,15,Two year,104.53,1600.90,Mailed check,1,Fiber optic,No,No
CUST-05983,62,Month-to-month,19.78,1231.93,Credit card (automatic),3,No,Yes,No
CUST-05984,23,Month-to-month,73.1,1706.32,Mailed check,1,DSL,No,Yes
CUST-05985,44,Two year,66.99,2964.10,Bank transfer (automatic),0,DSL,No,No
CUST-05986,28,Two year,88.25,2412.66,Electronic check,3,Fiber optic,Yes,No
CUST-05987,46,One year,93.77,4357.29,Bank transfer (automatic),4,Fiber optic,No,Yes
CUST-05988,1,Month-to-month,94.51,93.21,Mailed check,3,Fiber optic,No,Yes
CUST-05989,1,Month-to-month,88.47,86.26,Mailed check,4,Fiber optic,No,Yes
CUST-05990,44,One year,49.03,2114.61,Electronic check,2,DSL,Yes,Yes
CUST-05991,45,One year,118.47,5372.75,Electronic check,3,Fiber optic,Yes,No
CUST-05992,35,Month-to-month,69.77,2484.24,Mailed check,3,DSL,Yes,No
CUST-05993,52,Month-to-month,77.63,3995.13,Bank transfer (automatic),1,Fiber optic,Yes,No
CUST-05994,16,One year,71.69,1142.52,Electronic check,5,Fiber optic,Yes,Yes
CUST-05995,18,Month-to-month,86.79,1553.70,Electronic check,1,Fiber optic,No,No
CUST-05996,19,Two year,62.68,1189.23,Electronic check,1,DSL,No,No
CUST-05997,50,Two year,76.64,3826.02,Electronic check,0,DSL,No,No
CUST-05998,7,Month-to-month,47.32,321.37,Electronic check,2,DSL,No,Yes
CUST-05999,28,Month-to-month,58.52,1672.71,Electronic check,4,DSL,Yes,Yes
CUST-06000,22,One year,78.71,1718.93,Credit card (automatic),0,Fiber optic,Yes,No
CUST-06001,5,Month-to-month,18.77,94.98,Credit card (automatic),1,No,Yes,No
CUST-06002,10,Month-to-month,99.32,967.57,Credit card (automatic),3,Fiber optic,Yes,Yes
CUST-06003,25,One year,46.28,1184.97,Credit card (automatic),2,DSL,Yes,No
CUST-06004,63,One year,105.11,6750.52,Mailed check,1,Fiber optic,No,Yes
CUST-06005,39,Two year,62.65,2467.03,Mailed check,1,DSL,Yes,No
CUST-06006,8,Month-to-month,81.34,632.12,Credit card (automatic),2,Fiber optic,Yes,No
CUST-06007,35,Month-to-month,24.21,865.52,Credit card (automatic),2,No,Yes,No
CUST-06008,46,Two year,104.11,4853.61,Credit card (automatic),3,Fiber optic,Yes,Yes
CUST-06009,4,Month-to-month,65.3,268.20,Bank transfer (automatic),0,DSL,Yes,No
CUST-06010,70,Two year,50.28,3588.89,Bank transfer (automatic),1,DSL,Yes,No
CUST-06011,8,Month-to-month,68.22,560.57,Mailed check,1,DSL,Yes,No
CUST-06012,23,Month-to-month,62.18,1426.54,Mailed check,1,DSL,Yes,No
CUST-06013,21,Month-to-month,96.05,2057.06,Electronic check,2,Fiber optic,No,No
CUST-06014,2,Month-to-month,75.83,151.96,Electronic check,0,Fiber optic,Yes,Yes
CUST-06015,54,Two year,47.42,2632.10,Electronic check,1,DSL,Yes,No
CUST-06016,39,Two year,71.57,2713.16,Mailed check,2,Fiber optic,Yes,No
CUST-06017,66,Two year,81.97,5337.42,Electronic check,1,Fiber optic,Yes,No
CUST-06018,17,One year,60.46,1000.01,Mailed check,3,DSL,Yes,Yes
CUST-06019,44,One year,55.57,2441.04,Credit card (automatic),0,DSL,Yes,No
CUST-06020,2,Month-to-month,68.45,139.11,Credit card (automatic),1,DSL,No,Yes
CUST-06021,23,Month-to-month,89.87,2078.89,Electronic check,0,Fiber optic,No,No
CUST-06022,40,Two year,18.95,770.89,Credit card (automatic),1,No,No,No
CUST-06023,30,Month-to-month,105.32,3163.60,Mailed check,0,Fiber optic,Yes,No
CUST-06024,11,Month-to-month,49.2,526.71,Credit card (automatic),1,DSL,Yes,No
CUST-06025,15,Two year,20.61,315.56,Credit card (automatic),1,No,Yes,No
CUST-06026,26,One year,22.0,572.63,Bank transfer (automatic),0,No,Yes,No
CUST-06027,39,Month-to-month,97.02,3834.03,Bank transfer (automatic),1,Fiber optic,Yes,Yes
CUST-06028,40,Month-to-month,84.38,3333.57,Credit card (automatic),2,Fiber optic,Yes,No
CUST-06029,57,Two year,59.27,3479.12,Bank transfer (automatic),0,DSL,Yes,No
CUST-06030,0,Two year,44.93, ,Electronic check,1,DSL,Yes,No
CUST-06031,14,Month-to-month,48.33,672.16,Bank transfer (automatic),2,DSL,Yes,No
CUST-06032,21,Two year,99.2,2132.88,Electronic check,2,Fiber optic,Yes,No
CUST-06033,3,Month-to-month,70.22,206.59,Mailed check,3,Fiber optic,No,Yes
CUST-06034,9,Two year,19.63,178.60,Electronic check,1,No,No,No
CUST-06035,26,Two year,100.63,2613.74,Bank transfer (automatic),0,Fiber optic,No,No
CUST-06036,24,Two year,19.99,493.54,Mailed check,1,No,No,No
CUST-06037,10,Month-to-month,72.27,730.28,Bank transfer (automatic),0,DSL,Yes,Yes
CUST-06038,47,Month-to-month,89.14,4118.08,Credit card (automatic),1,Fiber optic,Yes,No
CUST-06039,13,Month-to-month,104.82,1350.78,Mailed check,4,Fiber optic,No,Yes
CUST-06040,22,One year,113.15,2492.20,Credit card (automatic),4,Fiber optic,No,Yes
CUST-06041,21,Month-to-month,91.85,1971.80,Electronic check,1,Fiber optic,No,No
CUST-06042,29,Month-to-month,102.91,2985.55,Credit card (automatic),2,Fiber optic,Yes,Yes
CUST-06043,23,Month-to-month,24.58,551.12,Mailed check,0,No,Yes,No
CUST-06044,49,One year,20.1,963.69,Credit card (automatic),2,No,Yes,No
CUST-06045,63,Two year,74.72,4694.97,Mailed check,2,DSL,No,No
CUST-06046,11,Two year,24.7,265.71,Bank transfer (automatic),3,No,No,No
CUST-06047,15,Two year,72.95,1088.81,Bank transfer (automatic),0,Fiber optic,No,No
CUST-06048,43,Two year,92.96,3950.59,Electronic check,1,Fiber optic,No,No
CUST-06049,19,Two year,46.55,859.32,Electronic check,3,DSL,No,No
CUST-06050,35,Two year,24.9,896.36,Bank transfer (automatic),1,No,Yes,No
CUST-06051,6,One year,20.05,122.14,Electronic check,1,No,No,Yes
CUST-06052,9,Two year,56.0,507.16,Bank transfer (automatic),2,DSL,Yes,No
CUST-06053,8,Month-to-month,76.64,605.50,Electronic check,4,DSL,No,Yes
CUST-06054,5,Two year,97.4,477.02,Mailed check,2,Fiber optic,Yes,No
CUST-06055,1,Month-to-month,25.2,25.05,Credit card (automatic),1,No,Yes,No
CUST-06056,0,Month-to-month,59.3, ,Electronic check,1,DSL,Yes,No
CUST-06057,34,One year,117.91,3891.62,Bank transfer (automatic),2,Fiber optic,Yes,No
CUST-06058,8,Month-to-month,116.57,935.04,Bank transfer (automatic),2,Fiber optic,No,No
CUST-06059,8,Month-to-month,70.98,550.92,Mailed check,0,Fiber optic,No,Yes
CUST-06060,31,One year,57.28,1753.81,Bank transfer (automatic),1,DSL,No,No
CUST-06061,5,Month-to-month,116.31,569.96,Mailed check,2,Fiber optic,No,No
CUST-06062,5,Month-to-month,109.69,561.12,Electronic check,3,Fiber optic,Yes,Yes
CUST-06063,55,Month-to-month,80.33,4514.14,Electronic check,4,Fiber optic,No,Yes
CUST-06064,15,One year,113.14,1725.45,Bank transfer (automatic),2,Fiber optic,Yes,Yes
CUST-06065,25,One year,19.76,500.67,Credit card (automatic),3,No,Yes,Yes
CUST-06066,54,Two year,25.27,1387.99,Credit card (automatic),0,No,Yes,No
CUST-06067,13,Month-to-month,18.87,239.58,Electronic check,1,No,Yes,Yes
CUST-06068,48,One year,116.13,5655.90,Electronic check,2,Fiber optic,No,No
CUST-06069,65,Two year,45.5,3019.40,Bank transfer (automatic),2,DSL,No,No
CUST-06070,20,Month-to-month,81.11,1598.40,Electronic check,1,Fiber optic,Yes,Yes
CUST-06071,35,Month-to-month,22.5,792.07,Bank transfer (automatic),1,No,Yes,No
CUST-06072,9,Month-to-month,19.66,177.56,Credit card (automatic),1,No,Yes,No
CUST-06073,9,Month-to-month,21.17,187.59,Mailed check,1,No,Yes,No
CUST-06074,19,Month-to-month,78.24,1445.48,Credit card (automatic),2,Fiber optic,Yes,No
CUST-06075,22,Two year,97.19,2189.70,Electronic check,3,Fiber optic,Yes,No
CUST-06076,0,Month-to-month,64.74, ,Electronic check,2,DSL,No,No
CUST-06077,32,Two year,80.75,2594.78,Mailed check,3,Fiber optic,Yes,No
CUST-06078,17,One year,20.44,346.53,Bank transfer (automatic),4,No,Yes,Yes
CUST-06079,50,One year,69.37,3544.37,Credit card (automatic),6,DSL,No,Yes
CUST-06080,43,Two year,74.22,3233.42,Electronic check,1,Fiber optic,No,Yes
CUST-06081,18,Month-to-month,21.65,382.09,Electronic check,0,No,No,Yes
CUST-06082,12,Month-to-month,53.06,636.61,Mailed check,4,DSL,Yes,No
CUST-06083,26,Two year,57.51,1507.90,Mailed check,1,DSL,Yes,No
CUST-06084,26,Two year,110.73,2914.87,Electronic check,4,Fiber optic,No,No
CUST-06085,23,Two year,78.14,1808.85,Electronic check,3,DSL,No,No
CUST-06086,10,Month-to-month,49.07,490.10,Electronic check,0,DSL,No,Yes
CUST-06087,15,One year,72.98,1062.21,Bank transfer (automatic),2,Fiber optic,Yes,No
CUST-06088,43,One year,79.6,3392.07,Electronic check,1,Fiber optic,Yes,No
CUST-06089,5,One year,74.26,373.36,Bank transfer (automatic),2,DSL,Yes,No
CUST-06090,71,Month-to-month,74.51,5276.80,Electronic check,1,DSL,Yes,No
CUST-06091,21,Two year,83.98,1712.40,Electronic check,2,Fiber optic,Yes,Yes
CUST-06092,22,Month-to-month,86.08,1839.83,Electronic check,1,Fiber optic,No,No
CUST-06093,4,Month-to-month,102.37,420.44,Mailed check,3,Fiber optic,Yes,No
CUST-06094,53,Month-to-month,86.66,4518.70,Credit card (automatic),2,Fiber optic,Yes,No
CUST-06095,61,Month-to-month,114.07,7065.62,Bank transfer (automatic),6,Fiber optic,Yes,No
CUST-06096,20,Month-to-month,24.26,488.55,Electronic check,0,No,Yes,No
CUST-06097,64,Month-to-month,87.44,5670.50,Bank transfer (automatic),8,Fiber optic,Yes,Yes
CUST-06098,46,Two year,77.89,3481.43,Electronic check,2,DSL,No,No
CUST-06099,54,Two year,106.32,5628.75,Electronic check,1,Fiber optic,No,No
CUST-06100,8,One year,70.07,564.94,Mailed check,1,DSL,Yes,No
CUST-06101,28,Month-to-month,77.46,2115.48,Bank transfer (automatic),0,DSL,Yes,No
CUST-06102,12,Month-to-month,58.18,709.26,Mailed check,0,DSL,Yes,No
CUST-06103,12,Month-to-month,18.56,229.15,Bank transfer (automatic),2,No,Yes,Yes
CUST-06104,22,One year,118.31,2604.41,Bank transfer (automatic),0,Fiber optic,No,No
CUST-06105,54,Two year,115.6,6197.81,Credit card (automatic),2,Fiber optic,Yes,No
CUST-06106,38,One year,77.67,2873.85,Credit card (automatic),2,DSL,No,No
CUST-06107,42,Two year,93.1,3840.87,Bank transfer (automatic),1,Fiber optic,Yes,No
CUST-06108,3,Two year,78.02,240.95,Bank transfer (automatic),4,Fiber optic,No,Yes
CUST-06109,1,Month-to-month,79.55,78.26,Mailed check,1,Fiber optic,Yes,No
CUST-06110,12,Month-to-month,93.07,1089.30,Credit card (automatic),3,Fiber optic,No,Yes
CUST-06111,22,One year,102.93,2321.46,Electronic check,1,Fiber optic,Yes,No
CUST-06112,30,One year,92.68,2799.33,Electronic check,0,Fiber optic,No,Yes
CUST-06113,5,Month-to-month,89.24,435.12,Electronic check,1,Fiber optic,Yes,No
CUST-06114,20,Month-to-month,116.97,2342.81,Electronic check,2,Fiber optic,Yes,No
CUST-06115,24,Month-to-month,66.08,1599.34,Electronic check,1,DSL,Yes,Yes
CUST-06116,49,Two year,89.86,4402.66,Bank transfer (automatic),0,Fiber optic,Yes,No
CUST-06117,60,Month-to-month,103.63,6286.24,Credit card (automatic),2,Fiber optic,Yes,No
CUST-06118,26,Month-to-month,24.19,620.30,Electronic check,3,No,No,No
CUST-06119,24,Two year,87.91,2050.22,Credit card (automatic),1,Fiber optic,No,No
CUST-06120,22,One year,59.79,1351.62,Electronic check,3,DSL,Yes,No
CUST-06121,53,Two year,101.29,5419.47,Bank transfer (automatic),2,Fiber optic,No,No
CUST-06122,3,Two year,65.71,193.24,Bank transfer (automatic),4,DSL,Yes,Yes
CUST-06123,15,Month-to-month,78.56,1143.90,Bank transfer (automatic),2,Fiber optic,Yes,No
CUST-06124,46,Month-to-month,60.59,2740.16,Electronic check,1,DSL,No,Yes
CUST-06125,3,Month-to-month,20.19,60.29,Mailed check,2,No,Yes,Yes
CUST-06126,7,Month-to-month,114.54,824.46,Electronic check,2,Fiber optic,No,Yes
CUST-06127,55,Month-to-month,94.2,5249.84,Electronic check,1,Fiber optic,Yes,Yes
CUST-06128,19,Two year,70.4,1320.32,Electronic check,1,DSL,Yes,No
CUST-06129,26,Two year,44.11,1169.70,Electronic check,1,DSL,Yes,No
CUST-06130,64,Two year,21.11,1366.83,Bank transfer (automatic),0,No,No,No
CUST-06131,51,Two year,19.44,992.39,Mailed check,1,No,Yes,No
CUST-06132,17,One year,89.16,1476.40,Mailed check,2,Fiber optic,Yes,No
CUST-06133,19,Month-to-month,108.76,2078.51,Bank transfer (automatic),1,Fiber optic,No,Yes
CUST-06134,27,Month-to-month,25.2,664.89,Electronic check,2,No,No,No
CUST-06135,27,One year,25.12,692.24,Mailed check,0,No,Yes,No
CUST-06136,17,Month-to-month,75.79,1262.45,Mailed check,3,Fiber optic,No,Yes
CUST-06137,30,Two year,84.7,2505.94,Electronic check,1,Fiber optic,Yes,No
CUST-06138,18,One year,66.54,1184.86,Mailed check,0,DSL,Yes,No
CUST-06139,1,Month-to-month,79.92,81.23,Mailed check,2,Fiber optic,Yes,No
CUST-06140,8,Month-to-month,18.64,148.57,Bank transfer (automatic),2,No,Yes,No
CUST-06141,22,One year,25.4,570.63,Electronic check,3,No,Yes,No
CUST-06142,2,Month-to-month,20.72,41.10,Bank transfer (automatic),0,No,No,Yes
CUST-06143,2,One year,90.47,178.32,Credit card (automatic),1,Fiber optic,Yes,Yes
CUST-06144,59,One year,20.29,1225.46,Electronic check,2,No,Yes,No
CUST-06145,41,One year,54.34,2271.44,Electronic check,3,DSL,Yes,Yes
CUST-06146,0,Month-to-month,117.0, ,Mailed check,3,Fiber optic,Yes,Yes
CUST-06147,17,Two year,79.35,1366.54,Electronic check,1,Fiber optic,Yes,No
CUST-06148,31,Month-to-month,60.52,1837.61,Bank transfer (automatic),1,DSL,No,No
CUST-06149,30,Month-to-month,65.73,1940.55,Electronic check,2,DSL,No,No
CUST-06150,14,Month-to-month,80.94,1163.78,Credit card (automatic),2,Fiber optic,Yes,No
CUST-06151,16,Month-to-month,104.89,1666.16,Electronic check,0,Fiber optic,No,No
CUST-06152,29,Two year,23.37,684.42,Bank transfer (automatic),3,No,No,No
CUST-06153,23,Two year,25.41,577.82,Bank transfer (automatic),1,No,No,No
CUST-06154,3,Month-to-month,59.26,176.28,Mailed check,3,DSL,No,No
CUST-06155,38,Two year,56.5,2123.14,Bank transfer (automatic),2,DSL,Yes,No
CUST-06156,49,Two year,55.64,2693.27,Electronic check,4,DSL,Yes,Yes
CUST-06157,42,Two year,20.98,905.45,Electronic check,1,No,No,No
CUST-06158,0,Month-to-month,18.53, ,Credit card (automatic),1,No,No,No
CUST-06159,14,One year,81.52,1166.69,Electronic check,2,Fiber optic,No,No
CUST-06160,1,Month-to-month,46.87,47.54,Bank transfer (automatic),3,DSL,No,Yes
CUST-06161,4,Month-to-month,74.55,299.35,Credit card (automatic),2,DSL,No,Yes
CUST-06162,49,Two year,44.55,2239.04,Electronic check,0,DSL,No,No
CUST-06163,4,Two year,87.8,357.18,Mailed check,3,Fiber optic,No,No
CUST-06164,31,One year,19.9,630.20,Electronic check,4,No,No,Yes
CUST-06165,60,Month-to-month,23.09,1406.22,Electronic check,2,No,Yes,No
CUST-06166,27,One year,85.91,2377.22,Electronic check,2,Fiber optic,Yes,No
CUST-06167,46,Two year,70.81,3275.89,Mailed check,0,Fiber optic,No,Yes
CUST-06168,36,Month-to-month,113.57,4106.47,Electronic check,4,Fiber optic,Yes,Yes
CUST-06169,23,Month-to-month,101.03,2328.88,Electronic check,1,Fiber optic,No,Yes
CUST-06170,60,Two year,70.07,4274.68,Bank transfer (automatic),6,Fiber optic,No,Yes
CUST-06171,4,Month-to-month,67.24,262.34,Electronic check,1,DSL,Yes,Yes
CUST-06172,51,Two year,80.55,4184.13,Electronic check,3,Fiber optic,Yes,No
CUST-06173,9,One year,77.58,691.84,Credit card (automatic),1,DSL,No,No
CUST-06174,47,Month-to-month,91.69,4403.70,Mailed check,0,Fiber optic,Yes,No
CUST-06175,4,Month-to-month,19.92,79.67,Credit card (automatic),1,No,Yes,No
CUST-06176,61,Month-to-month,43.6,2663.98,Electronic check,3,DSL,Yes,No
CUST-06177,33,Two year,44.64,1500.43,Bank transfer (automatic),2,DSL,No,No
CUST-06178,57,One year,44.55,2539.67,Credit card (automatic),0,DSL,No,No
CUST-06179,4,Month-to-month,18.49,73.20,Bank transfer (automatic),1,No,No,No
CUST-06180,6,Month-to-month,62.46,365.36,Credit card (automatic),1,DSL,No,No
CUST-06181,69,Month-to-month,73.32,5191.95,Electronic check,2,DSL,No,No
CUST-06182,38,Month-to-month,55.1,2123.34,Electronic check,1,DSL,No,No
CUST-06183,50,Two year,20.87,1051.27,Electronic check,3,No,No,No
CUST-06184,5,Month-to-month,46.29,234.87,Bank transfer (automatic),0,DSL,No,Yes
CUST-06185,24,Month-to-month,42.54,1034.72,Credit card (automatic),2,DSL,Yes,No
CUST-06186,44,Two year,116.4,4990.74,Mailed check,1,Fiber optic,No,No
CUST-06187,8,Month-to-month,21.68,169.41,Credit card (automatic),2,No,No,No
CUST-06188,49,One year,69.34,3409.23,Credit card (automatic),0,DSL,Yes,No
CUST-06189,55,Month-to-month,112.33,6267.18,Credit card (automatic),4,Fiber optic,Yes,Yes
CUST-06190,5,Month-to-month,46.58,230.12,Mailed check,1,DSL,Yes,No
CUST-06191,57,Two year,52.06,3043.22,Electronic check,2,DSL,No,No
CUST-06192,1,Month-to-month,94.47,92.62,Electronic check,3,Fiber optic,No,No
CUST-06193,57,Month-to-month,84.5,4898.80,Mailed check,2,Fiber optic,No,No
CUST-06194,56,One year,44.44,2435.29,Credit card (automatic),1,DSL,Yes,No
CUST-06195,0,Month-to-month,113.53, ,Mailed check,1,Fiber optic,Yes,No
CUST-06196,37,Two year,20.12,732.25,Electronic check,1,No,No,No
CUST-06197,64,Month-to-month,73.55,4684.88,Credit card (automatic),3,Fiber optic,No,No
CUST-06198,39,Month-to-month,57.87,2255.02,Electronic check,2,DSL,No,No
CUST-06199,2,Month-to-month,109.21,215.56,Electronic check,4,Fiber optic,Yes,Yes
CUST-06200,40,Two year,78.21,3070.84,Electronic check,1,Fiber optic,No,No
CUST-06201,59,Two year,58.4,3542.57,Electronic check,1,DSL,Yes,No
CUST-06202,56,Month-to-month,49.25,2819.36,Bank transfer (automatic),2,DSL,No,Yes
